2018-09-16 18-07-53 INFO  ScreenController-117 - Starting Game
2018-09-16 18-07-55 INFO  ScreenController-245 - brick exploded
2018-09-16 18-07-56 INFO  ScreenController-291 - Pausing Game
2018-09-16 18-07-57 INFO  ScreenController-291 - Pausing Game
2018-09-16 18-08-00 INFO  ScreenController-291 - Pausing Game
2018-09-16 18-08-02 INFO  ScreenController-291 - Pausing Game
2018-09-16 18-08-02 INFO  ScreenController-304 - Resuming Game
2018-09-16 18-08-05 INFO  ScreenController-245 - brick exploded
2018-09-16 18-08-07 INFO  ScreenController-291 - Pausing Game
